TIME,DTIME,IN,DIN,OUT,DOUT
1440704477,1,3300610372840,15922727,1187960785223,191408
1440704478,1,3300610375669,2829,1187960786920,1697
1440704479,1,3300610376511,842,1187960797498,10578
1440704480,1,3300610583063,206552,1187960891018,93520
1440704481,1,3300612491762,1908699,1187960917242,26224
1440704482,1,3300622410401,9918639,1187961047019,129777
1440704483,1,3300643253911,20843510,1187961317693,270674
1440704484,1,3300643258349,4438,1187961320653,2960
1440704485,1,3300643261497,3148,1187961332844,12191
1440704486,1,3300644018607,757110,1187961354846,22002
1440704487,1,3300665412666,21394059,1187961606810,251964
1440704488,1,3300665415156,2490,1187961618284,11474
1440704489,1,3300665416440,1284,1187961620606,2322
1440704490,1,3300665966861,550421,1187961631435,10829
1440704491,1,3300687030297,21063436,1187961896001,264566
1440704492,1,3300687034298,4001,1187961898782,2781
1440704493,1,3300687036974,2676,1187961900956,2174
1440704494,1,3300689226644,2189670,1187962019530,118574
1440704495,1,3300708253485,19026841,1187962242992,223462
1440704496,1,3300708255519,2034,1187962245537,2545
1440704497,1,3300708259048,3529,1187962258439,12902
1440704498,1,3300711582678,3323630,1187962303590,45151
1440704499,1,3300728996127,17413449,1187962509011,205421
1440704500,1,3300729002516,6389,1187962680228,171217
1440704501,1,3300729002860,344,1187962682642,2414
1440704502,1,3300735758988,6756128,1187962765773,83131
1440704503,1,3300749824507,14065519,1187962939684,173911
1440704504,1,3300749826473,1966,1187962942666,2982
1440704505,1,3300749828115,1642,1187962945366,2700
1440704506,1,3300770520969,20692854,1187963199720,254354
1440704507,1,3300771040712,519743,1187963208662,8942
1440704508,1,3300771045640,4928,1187963267350,58688
1440704509,1,3300771048484,2844,1187963358595,91245
1440704510,1,3300791799077,20750593,1187963606312,247717
1440704511,1,3300792493497,694420,1187963619756,13444
1440704512,1,3300792497161,3664,1187963698940,79184
1440704513,1,3300792505519,8358,1187963778960,80020
1440704514,1,3300813586549,21081030,1187964030029,251069
1440704515,1,3300813587858,1309,1187964042502,12473
1440704516,1,3300813590685,2827,1187964046288,3786
1440704517,1,3300813593777,3092,1187964049727,3439
1440704518,1,3300813780006,186229,1187964067556,17829
1440704519,1,3300833813403,20033397,1187964305085,237529
1440704520,1,3300833816909,3506,1187964309563,4478
1440704521,1,3300833817745,836,1187964323041,13478
1440704522,1,3300834275425,457680,1187964456352,133311
1440704523,1,3300854069841,19794416,1187964915392,459040
1440704524,1,3300854077619,7778,1187965002529,87137
1440704525,1,3300854083285,5666,1187965008811,6282
1440704526,1,3300858186716,4103431,1187965062985,54174
1440704527,1,3300875920878,17734162,1187965299591,236606
1440704529,2,3300875922731,1853,1187965303758,4167
1440704530,1,3300875943713,20982,1187967229604,1925846
1440704531,1,3300896992857,21049144,1187967482410,252806
1440704532,1,3300896998363,5506,1187967486997,4587
1440704533,1,3300897001071,2708,1187967501111,14114
1440704534,1,3300897005663,4592,1187967506141,5030
1440704535,1,3300918053228,21047565,1187967735966,229825
1440704536,1,3300918056342,3114,1187967750145,14179
1440704537,1,3300918063714,7372,1187967756591,6446
1440704538,1,3300918529602,465888,1187967847488,90897
1440704539,1,3300939673777,21144175,1187968108358,260870
1440704540,1,3300939675683,1906,1187968113188,4830
1440704541,1,3300939678240,2557,1187968156908,43720
1440704542,1,3300942551379,2873139,1187968205314,48406
1440704543,1,3300959644108,17092729,1187968404873,199559
1440704544,1,3300959646249,2141,1187968406279,1406
1440704545,1,3300959650608,4359,1187968417794,11515
1440704546,1,3300978322242,18671634,1187968639242,221448
1440704547,1,3300980139939,1817697,1187968661616,22374
1440704549,2,3300980142267,2328,1187968672154,10538
1440704550,1,3300980144784,2517,1187968675008,2854
1440704551,1,3301002213475,22068691,1187968940597,265589
1440704552,1,3301002217156,3681,1187968944109,3512
1440704553,1,3301002226549,9393,1187969045516,101407
1440704554,1,3301002327246,100697,1187969052363,6847
1440704555,1,3301023343639,21016393,1187969298321,245958
1440704556,1,3301023349558,5919,1187969359967,61646
1440704557,1,3301023352139,2581,1187969364496,4529
1440704558,1,3301026177375,2825236,1187969400918,36422
1440704559,1,3301044403560,18226185,1187969614910,213992
1440704560,1,3301044409301,5741,1187970107145,492235
1440704561,1,3301044412293,2992,1187970109251,2106
1440704562,1,3301048412233,3999940,1187970151355,42104
1440704563,1,3301065080144,16667911,1187970345534,194179
1440704564,1,3301065082585,2441,1187970347911,2377
1440704565,1,3301065086847,4262,1187970350463,2552
1440704566,1,3301083946629,18859782,1187970582500,232037
1440704567,1,3301085274926,1328297,1187970599846,17346
1440704568,1,3301085280448,5522,1187970681014,81168
1440704569,1,3301085282596,2148,1187970685380,4366
1440704570,1,3301105781774,20499178,1187970928394,243014
1440704571,1,3301105785020,3246,1187970932334,3940
1440704572,1,3301105786906,1886,1187970943950,11616
1440704574,2,3301106165210,378304,1187970952241,8291
1440704575,1,3301126544222,20379012,1187971192172,239931
1440704576,1,3301126553100,8878,1187971281371,89199
1440704577,1,3301126554766,1666,1187971283597,2226
1440704578,1,3301128811531,2256765,1187971315261,31664
1440704579,1,3301147874455,19062924,1187971540606,225345
1440704580,1,3301147876742,2287,1187971543095,2489
1440704581,1,3301147877086,344,1187971545533,2438
1440704582,1,3301150098881,2221795,1187971584492,38959
1440704583,1,3301169343896,19245015,1187971891947,307455
1440704584,1,3301169344598,702,1187971894619,2672
1440704585,1,3301169429273,84675,1187971910714,16095
1440704586,1,3301185885563,16456290,1187972108868,198154
1440704587,1,3301190671998,4786435,1187972167466,58598
1440704588,1,3301190676322,4324,1187972179064,11598
1440704589,1,3301190678477,2155,1187972182033,2969
1440704590,1,3301209391957,18713480,1187972488091,306058
1440704591,1,3301212066946,2674989,1187972531376,43285
1440704592,1,3301212068026,1080,1187972534406,3030
1440704593,1,3301212069268,1242,1187972537488,3082
1440704594,1,3301228987447,16918179,1187972759995,222507
1440704595,1,3301233381842,4394395,1187972847336,87341
1440704596,1,3301233383518,1676,1187972860648,13312
1440704597,1,3301233385923,2405,1187972864537,3889
1440704598,1,3301242755947,9370024,1187973057464,192927
1440704599,1,3301253378099,10622152,1187973186366,128902
1440704600,1,3301253381269,3170,1187973191026,4660
1440704601,1,3301253383838,2569,1187973194936,3910
1440704602,1,3301274208175,20824337,1187973453742,258806
1440704603,1,3301301691929,27483754,1187973498944,45202
1440704604,1,3301353953130,52261201,1187973557570,58626
1440704605,1,3301407564240,53611110,1187973627358,69788
1440704606,1,3301472653682,65089442,1187973986961,359603
1440704607,1,3301472655324,1642,1187973991285,4324
1440704608,1,3301472659454,4130,1187974006141,14856
1440704609,1,3301472664059,4605,1187974010886,4745
1440704610,1,3301494274362,21610303,1187974276023,265137
1440704611,1,3301494279560,5198,1187974290681,14658
1440704612,1,3301494285198,5638,1187974295874,5193
1440704613,1,3301494360688,75490,1187974381854,85980
1440704614,1,3301515627370,21266682,1187974644178,262324
1440704615,1,3301515628812,1442,1187974648818,4640
1440704616,1,3301515630503,1691,1187974653510,4692
1440704617,1,3301515838858,208355,1187974665079,11569
1440704619,2,3301536726005,20887147,1187974912815,247736
1440704620,1,3301536736107,10102,1187975557003,644188
1440704621,1,3301536739355,3248,1187975567777,10774
1440704622,1,3301537357301,617946,1187975578053,10276
1440704623,1,3301557959312,20602011,1187975819802,241749
1440704624,1,3301557960250,938,1187975829870,10068
1440704625,1,3301557961250,1000,1187975831298,1428
1440704626,1,3301558988260,1027010,1187975846036,14738
1440704627,1,3301578799848,19811588,1187976082906,236870
1440704628,1,3301578802692,2844,1187976162482,79576
1440704629,1,3301578803036,344,1187976163352,870
1440704630,1,3301579525351,722315,1187976180883,17531
1440704631,1,3301599998055,20472704,1187976422902,242019
1440704632,1,3301600000745,2690,1187976425840,2938
1440704633,1,3301600002956,2211,1187976430719,4879
1440704634,1,3301611581038,11578082,1187976664786,234067
1440704635,1,3301621442418,9861380,1187976833937,169151
1440704636,1,3301621444017,1599,1187976844930,10993
1440704637,1,3301621445915,1898,1187976846548,1618
1440704638,1,3301634951522,13505607,1187977006557,160009
1440704639,1,3301642794124,7842602,1187977110095,103538
1440704640,1,3301642795614,1490,1187977111615,1520
1440704641,1,3301642797444,1830,1187977113154,1539
1440704642,1,3301660112314,17314870,1187977403733,290579
1440704643,1,3301664629837,4517523,1187977459129,55396
1440704644,1,3301664630405,568,1187977461017,1888
1440704645,1,3301664634504,4099,1187977488010,26993
1440704646,1,3301671125319,6490815,1187977566560,78550
1440704647,1,3301684894183,13768864,1187977727481,160921
1440704648,1,3301684897291,3108,1187977739006,11525
1440704649,1,3301684901799,4508,1187977906919,167913
1440704650,1,3301698027647,13125848,1187978062526,155607
1440704651,1,3301705809928,7782281,1187978093785,31259
1440704652,1,3301705813780,3852,1187978096348,2563
1440704653,1,3301705816783,3003,1187978098963,2615
1440704654,1,3301726937597,21120814,1187978358857,259894
1440704655,1,3301726939737,2140,1187978361391,2534
1440704656,1,3301726944738,5001,1187978442705,81314
1440704657,1,3301726948314,3576,1187978447674,4969
1440704658,1,3301748507798,21559484,1187978702398,254724
1440704659,1,3301748510978,3180,1187978705370,2972
1440704660,1,3301748513403,2425,1187978710429,5059
1440704661,1,3301748514109,706,1187978714643,4214
1440704663,2,3301769200703,20686594,1187978877182,162539
1440704664,1,3301769203978,3275,1187978890595,13413
1440704665,1,3301769205567,1589,1187978894066,3471
1440704666,1,3301769344115,138548,1187978900763,6697
1440704667,1,3301789861678,20517563,1187979116045,215282
1440704668,1,3301789864508,2830,1187979119211,3166
1440704669,1,3301789867249,2741,1187979123088,3877
1440704670,1,3301790619392,752143,1187979149061,25973
1440704671,1,3301810526108,19906716,1187979389362,240301
1440704672,1,3301810529904,3796,1187979471428,82066
1440704673,1,3301810532462,2558,1187979484452,13024
1440704674,1,3301812175435,1642973,1187979509308,24856
1440704675,1,3301832072884,19897449,1187979744736,235428
1440704676,1,3301832076994,4110,1187979751873,7137
1440704677,1,3301832078956,1962,1187979755621,3748
1440704678,1,3301833380310,1301354,1187979777297,21676
1440704679,1,3301852513655,19133345,1187979969705,192408
1440704680,1,3301852515456,1801,1187979974050,4345
1440704681,1,3301852516100,644,1187979977710,3660
1440704682,1,3301855257066,2740966,1187980005932,28222
1440704683,1,3301873465997,18208931,1187980221950,216018
1440704684,1,3301873468300,2303,1187980225873,3923
1440704685,1,3301873472822,4522,1187980401193,175320
1440704686,1,3301873702750,229928,1187980410115,8922
1440704687,1,3301894134376,20431626,1187980751199,341084
1440704688,1,3301894136476,2100,1187980764841,13642
1440704689,1,3301894137914,1438,1187980771471,6630
1440704690,1,3301895401460,1263546,1187984296219,3524748
1440704691,1,3301915209002,19807542,1187984533983,237764
1440704692,1,3301915210952,1950,1187984539483,5500
1440704693,1,3301915220608,9656,1187984621681,82198
1440704694,1,3301915223278,2670,1187984628679,6998
1440704695,1,3301919679403,4456125,1187984687259,58580
1440704696,1,3301935517317,15837914,1187984875639,188380
1440704697,1,3301935520114,2797,1187984889858,14219
1440704698,1,3301935522682,2568,1187984894893,5035
1440704699,1,3301944001696,8479014,1187984996225,101332
1440704700,1,3301957036337,13034641,1187985156975,160750
1440704701,1,3301957038138,1801,1187985157574,599
1440704702,1,3301957049864,11726,1187985361637,204063
1440704703,1,3301967356251,10306387,1187985718672,357035
1440704704,1,3301978287376,10931125,1187985846960,128288
1440704705,1,3301978289546,2170,1187985847680,720
1440704706,1,3301978291032,1486,1187985851142,3462
1440704707,1,3301998810874,20519842,1187986093504,242362
1440704708,1,3301999551571,740697,1187986103252,9748
1440704709,1,3301999553742,2171,1187986113716,10464
1440704710,1,3301999556124,2382,1187986115886,2170
1440704711,1,3302020262598,20706474,1187986358242,242356
1440704712,1,3302020264865,2267,1187986361719,3477
1440704713,1,3302020266952,2087,1187986362929,1210
1440704714,1,3302020267992,1040,1187986364121,1192
1440704715,1,3302041622099,21354107,1187986564514,200393
1440704716,1,3302041623785,1686,1187986565814,1300
1440704717,1,3302041627633,3848,1187986646181,80367
1440704718,1,3302041631321,3688,1187986650588,4407
1440704719,1,3302062493807,20862486,1187986897463,246875
1440704720,1,3302062513833,20026,1187988900645,2003182
1440704721,1,3302062515067,1234,1187988911777,11132
1440704722,1,3302062691595,176528,1187988917327,5550
1440704723,1,3302082465280,19773685,1187989074064,156737
1440704724,1,3302082469153,3873,1187989091496,17432
1440704725,1,3302082472093,2940,1187989095072,3576
1440704726,1,3302082473659,1566,1187989097778,2706
1440704727,1,3302082476773,3114,1187989109963,12185
1440704728,1,3302082651305,174532,1188007379944,18269981
1440704729,1,3302083084186,432881,1188007389451,9507
1440704730,1,3302103560710,20476524,1188007645086,255635
1440704731,1,3302103565680,4970,1188007726280,81194
1440704732,1,3302103569962,4282,1188007728985,2705
1440704733,1,3302106423490,2853528,1188007776788,47803
1440704734,1,3302124191773,17768283,1188007985207,208419
1440704735,1,3302124194764,2991,1188007988414,3207
1440704736,1,3302124196826,2062,1188008000972,12558
1440704738,2,3302145204206,21007380,1188008250366,249394
1440704739,1,3302145205801,1595,1188008254844,4478
1440704740,1,3302145207226,1425,1188008258175,3331
1440704741,1,3302145208873,1647,1188008260984,2809
1440704742,1,3302166243434,21034561,1188008418388,157404
1440704743,1,3302166244872,1438,1188008421910,3522
1440704744,1,3302166245682,810,1188008424716,2806
1440704745,1,3302166345486,99804,1188008434304,9588
1440704746,1,3302177134116,10788630,1188008562243,127939
1440704747,1,3302177137396,3280,1188008644205,81962
1440704748,1,3302177176523,39127,1188008667470,23265
1440704749,1,3302179088027,1911504,1188008695216,27746
1440704750,1,3302182312798,3224771,1188009155733,460517
1440704751,1,3302210091833,27779035,1188009384148,228415
1440704752,1,3302210093105,1272,1188009388432,4284
1440704753,1,3302210101261,8156,1188009470044,81612
1440704754,1,3302210103661,2400,1188009482944,12900
1440704755,1,3302230632522,20528861,1188009728642,245698
1440704756,1,3302230634860,2338,1188009732561,3919
1440704757,1,3302230637907,3047,1188009738308,5747
1440704758,1,3302230778585,140678,1188009745800,7492
1440704759,1,3302251549074,20770489,1188009990276,244476
1440704760,1,3302251550064,990,1188009996148,5872
1440704761,1,3302251554477,4413,1188010079560,83412
1440704762,1,3302251967307,412830,1188010090361,10801
1440704763,1,3302271917782,19950475,1188010329132,238771
1440704764,1,3302271919945,2163,1188010333533,4401
1440704765,1,3302271922540,2595,1188010337986,4453
1440704766,1,3302275828160,3905620,1188010400353,62367
1440704767,1,3302291616284,15788124,1188010587067,186714
1440704768,1,3302291619740,3456,1188010591396,4329
1440704769,1,3302291621734,1994,1188010605226,13830
1440704770,1,3302311304561,19682827,1188010842241,237015
1440704771,1,3302311900364,595803,1188010855229,12988
1440704772,1,3302311905145,4781,1188010869394,14165
1440704773,1,3302311909889,4744,1188010874753,5359
1440704774,1,3302331983682,20073793,1188011189015,314262
1440704776,2,3302331985326,1644,1188011203233,14218
1440704777,1,3302331990072,4746,1188011282541,79308
1440704778,1,3302332103441,113369,1188011286537,3996
1440704779,1,3302352824287,20720846,1188011542107,255570
1440704780,1,3302352825591,1304,1188011542919,812
1440704781,1,3302352825993,402,1188011543479,560
1440704782,1,3302353009592,183599,1188011556871,13392
1440704783,1,3302372982245,19972653,1188011790690,233819
1440704784,1,3302372988467,6222,1188011794452,3762
1440704785,1,3302372996443,7976,1188011809223,14771
1440704786,1,3302373954717,958274,1188011824406,15183
1440704787,1,3302393713730,19759013,1188012053371,228965
1440704788,1,3302393716390,2660,1188012063993,10622
1440704789,1,3302393720124,3734,1188012094413,30420
1440704790,1,3302401328952,7608828,1188012433705,339292
1440704791,1,3302414965669,13636717,1188012606734,173029
1440704792,1,3302414969423,3754,1188012686914,80180
1440704793,1,3302414971393,1970,1188012688776,1862
1440704794,1,3302430307698,15336305,1188012878994,190218
1440704795,1,3302434570251,4262553,1188012940571,61577
1440704796,1,3302434573009,2758,1188012942338,1767
1440704797,1,3302434576665,3656,1188012947336,4998
1440704798,1,3302452718518,18141853,1188013160622,213286
1440704799,1,3302455506582,2788064,1188013200244,39622
1440704800,1,3302455506926,344,1188013201824,1580
1440704801,1,3302461746997,6240071,1188013277498,75674
1440704803,2,3302475327042,13580045,1188013397585,120087
1440704804,1,3302475329725,2683,1188013407211,9626
1440704805,1,3302475331307,1582,1188013414519,7308
1440704806,1,3302483185166,7853859,1188013506911,92392
1440704807,1,3302495689887,12504721,1188013743163,236252
1440704808,1,3302495690925,1038,1188013745189,2026
1440704809,1,3302495692413,1488,1188013747267,2078
1440704810,1,3302503263191,7570778,1188013845911,98644
1440704811,1,3302516186544,12923353,1188013993713,147802
1440704812,1,3302516190304,3760,1188013997388,3675
1440704813,1,3302516192704,2400,1188014009100,11712
1440704814,1,3302530127763,13935059,1188014173191,164091
1440704815,1,3302536669624,6541861,1188014252115,78924
1440704816,1,3302536671770,2146,1188014257167,5052
1440704817,1,3302536673952,2182,1188014259941,2774
1440704818,1,3302557334451,20660499,1188014502735,242794
1440704819,1,3302557335863,1412,1188014515367,12632
1440704820,1,3302557337081,1218,1188014518423,3056
1440704821,1,3302557342332,5251,1188014600483,82060
1440704822,1,3302577230695,19888363,1188014783853,183370
1440704823,1,3302577234038,3343,1188014787930,4077
1440704824,1,3302577234970,932,1188014800290,12360
1440704825,1,3302577236773,1803,1188014804690,4400
1440704826,1,3302596989413,19752640,1188015036241,231551
1440704827,1,3302596992228,2815,1188015040440,4199
1440704828,1,3302596995617,3389,1188015054471,14031
1440704829,1,3302597475486,479869,1188015065409,10938
1440704830,1,3302617184479,19708993,1188015848615,783206
1440704831,1,3302617188807,4328,1188015861969,13354
1440704832,1,3302617190781,1974,1188015865440,3471
1440704833,1,3302618699674,1508893,1188015888345,22905
1440704834,1,3302636912512,18212838,1188016118405,230060
1440704835,1,3302636921423,8911,1188016199558,81153
1440704836,1,3302636925948,4525,1188016291731,92173
1440704837,1,3302657540031,20614083,1188016535732,244001
1440704838,1,3302657541223,1192,1188016539492,3760
1440704839,1,3302657541861,638,1188016553006,13514
1440704840,1,3302657543081,1220,1188016556876,3870
1440704841,1,3302678189600,20646519,1188016800124,243248
1440704842,1,3302678191814,2214,1188016812621,12497
1440704843,1,3302678193921,2107,1188016817038,4417
1440704844,1,3302678265293,71372,1188016824341,7303
1440704845,1,3302698231438,19966145,1188017069703,245362
1440704846,1,3302698232180,742,1188017074359,4656
1440704847,1,3302698234444,2264,1188017079331,4972
1440704848,1,3302698672048,437604,1188017098631,19300
1440704849,1,3302718689379,20017331,1188017334424,235793
1440704850,1,3302718692197,2818,1188017346818,12394
1440704851,1,3302718696755,4558,1188017439850,93032
1440704852,1,3302721291926,2595171,1188017476146,36296
1440704853,1,3302739388347,18096421,1188017647699,171553
1440704854,1,3302739394996,6649,1188017684165,36466
1440704855,1,3302739397553,2557,1188017685286,1121
1440704856,1,3302743260362,3862809,1188017732703,47417
1440704857,1,3302758925709,15665347,1188017924016,191313
1440704858,1,3302758927328,1619,1188017925001,985
1440704859,1,3302758931373,4045,1188017926197,1196
1440704861,2,3302774105786,15174413,1188018112998,186801
1440704862,1,3302780277566,6171780,1188018185139,72141
1440704863,1,3302780278256,690,1188018186199,1060
1440704864,1,3302780278976,720,1188018189277,3078
1440704865,1,3302795882104,15603128,1188018552087,362810
1440704866,1,3302800197316,4315212,1188018603007,50920
1440704867,1,3302800200766,3450,1188018692625,89618
1440704868,1,3302800203304,2538,1188018693728,1103
1440704869,1,3302820081642,19878338,1188018925937,232209
1440704870,1,3302820083609,1967,1188018936924,10987
1440704871,1,3302820084365,756,1188018938340,1416
1440704872,1,3302820270241,185876,1188018944072,5732
1440704873,1,3302840500923,20230682,1188019187767,243695
1440704874,1,3302840503049,2126,1188019190371,2604
1440704875,1,3302840506048,2999,1188019192649,2278
1440704876,1,3302841328813,822765,1188019215071,22422
1440704877,1,3302860425661,19096848,1188019436115,221044
1440704878,1,3302860429207,3546,1188019438236,2121
1440704879,1,3302860430718,1511,1188019465412,27176
1440704880,1,3302861527093,1096375,1188019485998,20586
1440704881,1,3302880077394,18550301,1188019700936,214938
1440704882,1,3302880095655,18261,1188020138962,438026
1440704883,1,3302880098132,2477,1188020141654,2692
1440704884,1,3302898484355,18386223,1188020357812,216158
1440704885,1,3302900765794,2281439,1188020396103,38291
1440704886,1,3302900766844,1050,1188020398141,2038
1440704887,1,3302900768570,1726,1188020400935,2794
1440704888,1,3302921062354,20293784,1188020648445,247510
1440704889,1,3302921065917,3563,1188020650812,2367
1440704890,1,3302921066766,849,1188020653795,2983
1440704891,1,3302921139957,73191,1188020668275,14480
1440704892,1,3302940794723,19654766,1188020974663,306388
1440704893,1,3302940797662,2939,1188020977530,2867
1440704894,1,3302940799718,2056,1188020984348,6818
1440704895,1,3302941279857,480139,1188020994423,10075
1440704896,1,3302961081615,19801758,1188021304087,309664
1440704897,1,3302961082590,975,1188021316127,12040
1440704898,1,3302961083944,1354,1188021318801,2674
1440704899,1,3302961680424,596480,1188021331532,12731
1440704900,1,3302981330223,19649799,1188021798261,466729
1440704901,1,3302981332758,2535,1188021801718,3457
1440704902,1,3302981335251,2493,1188021805343,3625
1440704903,1,3302982440643,1105392,1188021828831,23488
1440704904,1,3303001073662,18633019,1188022041541,212710
1440704905,1,3303001075239,1577,1188022045423,3882
1440704906,1,3303001076960,1721,1188022051475,6052
1440704907,1,3303003735340,2658380,1188022087763,36288
1440704908,1,3303021333331,17597991,1188022233387,145624
1440704909,1,3303021335245,1914,1188022246626,13239
1440704910,1,3303021338969,3724,1188022255949,9323
1440704911,1,3303021344125,5156,1188022338638,82689
1440704912,1,3303041612752,20268627,1188022583460,244822
1440704913,1,3303041617406,4654,1188022587668,4208
1440704914,1,3303041620029,2623,1188022592085,4417
1440704915,1,3303041755399,135370,1188022608129,16044
1440704916,1,3303062149632,20394233,1188022847609,239480
1440704917,1,3303062151777,2145,1188022851665,4056
1440704918,1,3303062155265,3488,1188022865661,13996
1440704919,1,3303062772633,617368,1188022878230,12569
1440704920,1,3303082851471,20078838,1188023109147,230917
1440704921,1,3303082852529,1058,1188023122655,13508
1440704922,1,3303082854503,1974,1188023127481,4826
1440704923,1,3303083518925,664422,1188023140861,13380
1440704924,1,3303102592018,19073093,1188023373235,232374
1440704925,1,3303102594231,2213,1188023377876,4641
1440704926,1,3303102598707,4476,1188023461745,83869
1440704927,1,3303113589889,10991182,1188023598587,136842
1440704928,1,3303122887897,9298008,1188023710231,111644
1440704929,1,3303122890938,3041,1188023715170,4939
1440704931,2,3303122892110,1172,1188023729410,14240
1440704932,1,3303142003851,19111741,1188023956240,226830
1440704933,1,3303142896305,892454,1188023971312,15072
1440704934,1,3303142900617,4312,1188023981784,10472
1440704935,1,3303142921367,20750,1188025874481,1892697
1440704936,1,3303163482020,20560653,1188026115226,240745
1440704938,2,3303163488124,6104,1188026127206,11980
1440704939,1,3303163559213,71089,1188026130380,3174
1440704940,1,3303183467478,19908265,1188026370424,240044
1440704941,1,3303183470434,2956,1188026450205,79781
1440704942,1,3303183472102,1668,1188026451060,855
1440704943,1,3303183680953,208851,1188026466201,15141
1440704944,1,3303202904715,19223762,1188026688132,221931
1440704945,1,3303202907819,3104,1188026689962,1830
1440704946,1,3303202911010,3191,1188026700635,10673
1440704947,1,3303247262519,44351509,1188026807433,106798
1440704948,1,3303321731978,74469459,1188027105016,297583
1440704949,1,3303379502123,57770145,1188027175433,70417
1440704950,1,3303387173613,7671490,1188027189825,14392
1440704951,1,3303393090790,5917177,1188027259236,69411
1440704952,1,3303407325403,14234613,1188027433690,174454
1440704953,1,3303407332419,7016,1188027512008,78318
1440704954,1,3303407335522,3103,1188027513873,1865
1440704955,1,3303420080453,12744931,1188027693205,179332
1440704956,1,3303428061376,7980923,1188027870140,176935
1440704957,1,3303428062963,1587,1188027872169,2029
1440704958,1,3303428065624,2661,1188027883380,11211
1440704959,1,3303448190068,20124444,1188028116903,233523
1440704960,1,3303448754444,564376,1188028125643,8740
1440704961,1,3303448756279,1835,1188028136026,10383
1440704962,1,3303448757469,1190,1188028137936,1910
1440704963,1,3303469018128,20260659,1188028408513,270577
1440704964,1,3303469020932,2804,1188028414032,5519
1440704965,1,3303469024921,3989,1188028417745,3713
1440704966,1,3303469401579,376658,1188028427117,9372
1440704967,1,3303489765666,20364087,1188028704310,277193
1440704968,1,3303489767873,2207,1188028707265,2955
1440704969,1,3303489769945,2072,1188028709543,2278
1440704970,1,3303490884122,1114177,1188029267752,558209
1440704971,1,3303510403092,19518970,1188029574365,306613
1440704972,1,3303510405354,2262,1188029577009,2644
1440704973,1,3303510409112,3758,1188029589359,12350
1440704974,1,3303514945809,4536697,1188029806391,217032
1440704975,1,3303530284045,15338236,1188029985967,179576
1440704976,1,3303530286746,2701,1188029998391,12424
1440704977,1,3303530290683,3937,1188030002205,3814
1440704978,1,3303538706772,8416089,1188030101566,99361
1440704979,1,3303550018533,11311761,1188030244380,142814
1440704980,1,3303550019682,1149,1188030247987,3607
1440704981,1,3303550021031,1349,1188030250913,2926
1440704982,1,3303570498066,20477035,1188030502523,251610
1440704983,1,3303571041208,543142,1188030511787,9264
1440704984,1,3303571044625,3417,1188030515170,3383
1440704985,1,3303571049184,4559,1188030608974,93804
1440704986,1,3303591389789,20340605,1188030846194,237220
1440704987,1,3303591390777,988,1188030849914,3720
1440704988,1,3303591394911,4134,1188030863684,13770
1440704989,1,3303591463655,68744,1188030871518,7834
1440704990,1,3303612134569,20670914,1188031114180,242662
1440704991,1,3303612136667,2098,1188031127643,13463
1440704992,1,3303612139532,2865,1188031131421,3778
1440704993,1,3303612612936,473404,1188031141177,9756
1440704994,1,3303633139579,20526643,1188031391630,250453
1440704995,1,3303633144073,4494,1188031397661,6031
1440704997,2,3303633147324,3251,1188031402956,5295
1440704998,1,3303634107469,960145,1188031421785,18829
1440704999,1,3303652843204,18735735,1188031641734,219949
1440705000,1,3303652849458,6254,1188032154170,512436
1440705001,1,3303652855247,5789,1188032240131,85961
1440705002,1,3303659730602,6875355,1188032325670,85539
1440705003,1,3303673082694,13352092,1188032486802,161132
1440705004,1,3303673084136,1442,1188032500510,13708
1440705005,1,3303673087607,3471,1188032586901,86391
1440705006,1,3303694673595,21585988,1188032877779,290878
1440705007,1,3303694675641,2046,1188032882859,5080
1440705008,1,3303694679581,3940,1188032888775,5916
1440705009,1,3303694683553,3972,1188032896762,7987
1440705010,1,3303714504944,19821391,1188033127059,230297
1440705011,1,3303714508074,3130,1188033132056,4997
1440705012,1,3303714513589,5515,1188033142485,10429
1440705013,1,3303715176863,663274,1188033150255,7770
1440705014,1,3303724511672,9334809,1188033252081,101826
1440705015,1,3303724520998,9326,1188033348217,96136
1440705016,1,3303725598205,1077207,1188033366575,18358
1440705017,1,3303727220192,1621987,1188033388939,22364
1440705018,1,3303744885937,17665745,1188033608622,219683
1440705019,1,3303753746783,8860846,1188033707004,98382
1440705020,1,3303753749036,2253,1188033708617,1613
1440705021,1,3303753753761,4725,1188033720250,11633
1440705022,1,3303766014522,12260761,1188033865251,145001
1440705023,1,3303775095421,9080899,1188033971840,106589
1440705024,1,3303775097911,2490,1188033983333,11493
1440705025,1,3303775099510,1599,1188033985266,1933
1440705026,1,3303795037972,19938462,1188034221366,236100
1440705027,1,3303796275476,1237504,1188034242348,20982
1440705028,1,3303796279179,3703,1188034244572,2224
1440705029,1,3303796280416,1237,1188034245943,1371
1440705030,1,3303816304776,20024360,1188034484679,238736
1440705031,1,3303816306916,2140,1188034487080,2401
1440705032,1,3303816311337,4421,1188034497513,10433
1440705033,1,3303816315051,3714,1188034505719,8206
1440705034,1,3303836559874,20244823,1188034947902,442183
1440705035,1,3303836671627,111753,1188034952121,4219
1440705036,1,3303836680445,8818,1188034960059,7938
1440705037,1,3303836682971,2526,1188034962125,2066
1440705038,1,3303836683999,1028,1188034964077,1952
1440705039,1,3303856551562,19867563,1188035210175,246098
