TIME,DTIME,IN,DIN,OUT,DOUT
1440705040,1,3303856552925,1363,1188035213502,3327
1440705041,1,3303856554197,1272,1188035215934,2432
1440705042,1,3303856556491,2294,1188035225711,9777
1440705044,2,3303877599797,21043306,1188035472871,247160
1440705045,1,3303877604253,4456,1188035553984,81113
1440705046,1,3303877605931,1678,1188035565706,11722
1440705047,1,3303878273191,667260,1188035577920,12214
1440705048,1,3303898506669,20233478,1188035816266,238346
1440705049,1,3303898507691,1022,1188035828222,11956
1440705050,1,3303898508931,1240,1188035830624,2402
1440705051,1,3303900082555,1573624,1188035854353,23729
1440705052,1,3303919533526,19450971,1188036091568,237215
1440705053,1,3303919536446,2920,1188036094642,3074
1440705054,1,3303919540195,3749,1188036097781,3139
1440705055,1,3303924077668,4537473,1188036165780,67999
1440705056,1,3303940603347,16525679,1188036366166,200386
1440705057,1,3303940607172,3825,1188036369669,3503
1440705058,1,3303940609772,2600,1188036382163,12494
1440705059,1,3303949258431,8648659,1188036488154,105991
1440705060,1,3303961193265,11934834,1188036706952,218798
1440705061,1,3303961193999,734,1188036719498,12546
1440705062,1,3303961200200,6201,1188036844488,124990
1440705063,1,3303977118243,15918043,1188037221496,377008
1440705064,1,3303982920132,5801889,1188037286922,65426
1440705065,1,3303982922278,2146,1188037459850,172928
1440705066,1,3303982924078,1800,1188037463186,3336
1440705067,1,3304002059380,19135302,1188037702360,239174
1440705068,1,3304002698006,638626,1188037713084,10724
1440705069,1,3304002702897,4891,1188037718488,5404
1440705070,1,3304003009033,306136,1188037731710,13222
1440705071,1,3304024054167,21045134,1188037980128,248418
1440705072,1,3304069571098,45516931,1188038037236,57108
1440705073,1,3304117540958,47969860,1188038107852,70616
1440705074,1,3304169826201,52285243,1188038251432,143580
1440705075,1,3304230346992,60520791,1188038637519,386087
1440705076,1,3304230351418,4426,1188038652121,14602
1440705077,1,3304230352270,852,1188038656271,4150
1440705078,1,3304231787872,1435602,1188038679385,23114
1440705079,1,3304252182637,20394765,1188038929745,250360
1440705080,1,3304252183947,1310,1188038934209,4464
1440705081,1,3304252185416,1469,1188038938357,4148
1440705082,1,3304252415310,229894,1188038957263,18906
1440705083,1,3304273269104,20853794,1188039204454,247191
1440705084,1,3304273270720,1616,1188039209734,5280
1440705085,1,3304273274817,4097,1188039224923,15189
1440705086,1,3304273277906,3089,1188039230073,5150
1440705087,1,3304293993205,20715299,1188039479289,249216
1440705088,1,3304341303165,47309960,1188039548957,69668
1440705089,1,3304393009167,51706002,1188039688804,139847
1440705090,1,3304451035702,58026535,1188039756781,67977
1440705091,1,3304455950105,4914403,1188039790528,33747
1440705092,1,3304475906300,19956195,1188040023820,233292
1440705093,1,3304475908712,2412,1188040024726,906
1440705094,1,3304475962408,53696,1188045468412,5443686
1440705095,1,3304478574616,2612208,1188045501720,33308
1440705096,1,3304496871459,18296843,1188045750137,248417
1440705097,1,3304496889654,18195,1188045874865,124728
1440705098,1,3304496891570,1916,1188045875903,1038
1440705099,1,3304501177612,4286042,1188045928430,52527
1440705100,1,3304518128243,16950631,1188046136343,207913
1440705101,1,3304518129207,964,1188046137407,1064
1440705102,1,3304518132907,3700,1188046139556,2149
1440705103,1,3304523843559,5710652,1188046190969,51413
1440705104,1,3304538906130,15062571,1188046449384,258415
1440705106,2,3304538908589,2459,1188046450769,1385
1440705107,1,3304538909715,1126,1188046461841,11072
1440705108,1,3304560197564,21287849,1188046712271,250430
1440705109,1,3304560198696,1132,1188046713717,1446
1440705110,1,3304560200231,1535,1188046725134,11417
1440705111,1,3304560202090,1859,1188046727619,2485
1440705112,1,3304581295260,21093170,1188046976301,248682
1440705113,1,3304581298210,2950,1188046988233,11932
1440705114,1,3304608836169,27537959,1188047025560,37327
1440705115,1,3304661285687,52449518,1188047083852,58292
1440705116,1,3304737869879,76584192,1188047498519,414667
1440705117,1,3304772243771,34373892,1188047635192,136673
1440705118,1,3304772246060,2289,1188047637260,2068
1440705119,1,3304772402081,156021,1188047785461,148201
1440705120,1,3304792719398,20317317,1188047943010,157549
1440705121,1,3304792720652,1254,1188047945172,2162
1440705122,1,3304792721740,1088,1188047956992,11820
1440705123,1,3304792723902,2162,1188047959318,2326
1440705124,1,3304792903857,179955,1188066443733,18484415
1440705125,1,3304792905269,1412,1188066448819,5086
1440705126,1,3304793282421,377152,1188066458347,9528
1440705127,1,3304813415245,20132824,1188066695635,237288
1440705128,1,3304813417393,2148,1188066707927,12292
1440705129,1,3304813420724,3331,1188066711426,3499
1440705130,1,3304815199835,1779111,1188066737534,26108
1440705131,1,3304835058458,19858623,1188066979637,242103
1440705132,1,3304835062408,3950,1188066982907,3270
1440705133,1,3304835068505,6097,1188066986136,3229
1440705134,1,3304837616344,2547839,1188067024491,38355
1440705135,1,3304855159875,17543531,1188067276003,251512
1440705136,1,3304855162527,2652,1188067279233,3230
1440705137,1,3304855164719,2192,1188067291818,12585
1440705138,1,3304863473493,8308774,1188067392986,101168
1440705139,1,3304875648149,12174656,1188067536336,143350
1440705140,1,3304875649195,1046,1188067549254,12918
1440705141,1,3304875683607,34412,1188067701817,152563
1440705142,1,3304896279589,20595982,1188067957288,255471
1440705143,1,3304896281748,2159,1188067961035,3747
1440705144,1,3304896283786,2038,1188067965128,4093
1440705145,1,3304896287982,4196,1188067981257,16129
1440705146,1,3304917048210,20760228,1188068099631,118374
1440705147,1,3304917050696,2486,1188068104205,4574
1440705149,2,3304917052720,2024,1188068117499,13294
1440705150,1,3304917053536,816,1188068121159,3660
1440705151,1,3304937618113,20564577,1188068451237,330078
1440705152,1,3304937621213,3100,1188068465183,13946
1440705153,1,3304937624459,3246,1188068469304,4121
1440705154,1,3304937697599,73140,1188068477027,7723
1440705155,1,3304958096523,20398924,1188068767219,290192
1440705156,1,3304958098589,2066,1188068771729,4510
1440705157,1,3304958099531,942,1188068775831,4102
1440705158,1,3304973808047,15708516,1188068981805,205974
1440705159,1,3304978297173,4489126,1188069038017,56212
1440705160,1,3304978302874,5701,1188069426895,388878
1440705161,1,3304978304270,1396,1188069440739,13844
1440705162,1,3305041067998,62763728,1188069785572,344833
1440705163,1,3305101214885,60146887,1188069856023,70451
1440705164,1,3305159552397,58337512,1188069929417,73394
1440705165,1,3305175139260,15586863,1188070039117,109700
1440705166,1,3305196113658,20974398,1188070289480,250363
1440705167,1,3305196115969,2311,1188070305044,15564
1440705168,1,3305196118505,2536,1188070305943,899
1440705169,1,3305196121192,2687,1188070307799,1856
1440705170,1,3305217424941,21303749,1188070568641,260842
1440705171,1,3305217427121,2180,1188070569749,1108
1440705172,1,3305217428611,1490,1188070570353,604
1440705173,1,3305217569947,141336,1188070584517,14164
1440705174,1,3305237927661,20357714,1188070847852,263335
1440705175,1,3305237929402,1741,1188070849353,1501
1440705176,1,3305237932832,3430,1188070860295,10942
1440705177,1,3305238609484,676652,1188070871417,11122
1440705178,1,3305259663287,21053803,1188071112819,241402
1440705179,1,3305259665790,2503,1188071123616,10797
1440705180,1,3305259669850,4060,1188071203646,80030
1440705181,1,3305261449038,1779188,1188071228342,24696
1440705182,1,3305280983197,19534159,1188071393301,164959
1440705183,1,3305280986367,3170,1188071395411,2110
1440705184,1,3305280992620,6253,1188071398615,3204
1440705185,1,3305283847124,2854504,1188071444571,45956
1440705186,1,3305301480214,17633090,1188071650549,205978
1440705187,1,3305301481264,1050,1188071652025,1476
1440705188,1,3305301485366,4102,1188071656109,4084
1440705189,1,3305308367533,6882167,1188071741902,85793
1440705190,1,3305323121126,14753593,1188071916361,174459
1440705191,1,3305323123159,2033,1188071927974,11613
1440705192,1,3305323125098,1939,1188071929819,1845
1440705193,1,3305338076210,14951112,1188072107579,177760
1440705194,1,3305344342297,6266087,1188072441567,333988
1440705195,1,3305344348451,6154,1188072523502,81935
1440705197,2,3305344353553,5102,1188072526378,2876
1440705198,1,3305364257849,19904296,1188072847326,320948
1440705199,1,3305364265215,7366,1188072916207,68881
1440705200,1,3305364266086,871,1188072928264,12057
1440705201,1,3305364881590,615504,1188072939564,11300
1440705202,1,3305385324450,20442860,1188073178660,239096
1440705203,1,3305385327565,3115,1188073191492,12832
1440705204,1,3305385328881,1316,1188073193830,2338
1440705205,1,3305386629594,1300713,1188073214640,20810
1440705206,1,3305406355382,19725788,1188073445458,230818
1440705207,1,3305406357130,1748,1188073458564,13106
1440705208,1,3305406360791,3661,1188073461481,2917
1440705209,1,3305426995447,20634656,1188073716592,255111
1440705210,1,3305427677103,681656,1188073811855,95263
1440705211,1,3305427680628,3525,1188073815661,3806
1440705212,1,3305427684835,4207,1188073828353,12692
1440705213,1,3305443182055,15497220,1188074012714,184361
1440705214,1,3305448125527,4943472,1188074074559,61845
1440705215,1,3305448127177,1650,1188074087625,13066
1440705216,1,3305448128573,1396,1188074090907,3282
1440705217,1,3305469101748,20973175,1188074341168,250261
1440705218,1,3305469102532,784,1188074353676,12508
1440705219,1,3305469104242,1710,1188074356983,3307
1440705220,1,3305469106743,2501,1188074361075,4092
1440705221,1,3305489984200,20877457,1188074620448,259373
1440705222,1,3305489985932,1732,1188074625240,4792
1440705224,2,3305489986534,602,1188074628660,3420
1440705225,1,3305490127740,141206,1188074723859,95199
1440705226,1,3305511664434,21536694,1188074978064,254205
1440705227,1,3305511666711,2277,1188074981986,3922
1440705228,1,3305511668961,2250,1188074987838,5852
1440705229,1,3305511974162,305201,1188074997649,9811
1440705230,1,3305531808125,19833963,1188075786286,788637
1440705231,1,3305531809267,1142,1188075794098,7812
1440705232,1,3305531810535,1268,1188075798242,4144
1440705233,1,3305533109475,1298940,1188075819078,20836
1440705234,1,3305552289345,19179870,1188076053555,234477
1440705235,1,3305552292466,3121,1188076058084,4529
1440705236,1,3305552294946,2480,1188076063186,5102
1440705237,1,3305558948750,6653804,1188076152174,88988
1440705238,1,3305573099569,14150819,1188076318280,166106
1440705239,1,3305573102982,3413,1188076323062,4782
1440705240,1,3305573106515,3533,1188076408741,85679
1440705241,1,3305594373804,21267289,1188076662179,253438
1440705242,1,3305594387328,13524,1188077013154,350975
1440705243,1,3305594391933,4605,1188077028043,14889
1440705244,1,3305594392725,792,1188077032531,4488
1440705245,1,3305615722127,21329402,1188077304736,272205
1440705246,1,3305615724099,1972,1188077314928,10192
1440705247,1,3305615725812,1713,1188077315435,507
1440705248,1,3305615726790,978,1188077317301,1866
1440705249,1,3305636517859,20791069,1188077569620,252319
1440705250,1,3305636521152,3293,1188077572256,2636
1440705251,1,3305636525135,3983,1188077573239,983
1440705252,1,3305636906319,381184,1188077590431,17192
1440705253,1,3305657238326,20332007,1188077828088,237657
1440705254,1,3305657242032,3706,1188077907709,79621
1440705255,1,3305657245730,3698,1188077911819,4110
1440705256,1,3305658888566,1642836,1188077934943,23124
1440705257,1,3305679116853,20228287,1188078170917,235974
1440705258,1,3305679121894,5041,1188078182410,11493
1440705259,1,3305679125018,3124,1188078184700,2290
1440705260,1,3305686112786,6987768,1188078268460,83760
1440705261,1,3305699498057,13385271,1188078434172,165712
1440705262,1,3305699499281,1224,1188078435700,1528
1440705263,1,3305699505822,6541,1188078514053,78353
1440705264,1,3305717242784,17736962,1188078998428,484375
1440705265,1,3305720979507,3736723,1188079044837,46409
1440705266,1,3305720982109,2602,1188079046966,2129
1440705267,1,3305720985357,3248,1188079059149,12183
1440705268,1,3305741406523,20421166,1188079298973,239824
1440705270,2,3305742035334,628811,1188079401975,103002
1440705271,1,3305742036822,1488,1188079403685,1710
1440705272,1,3305742176268,139446,1188079408188,4503
1440705273,1,3305763835765,21659497,1188079671862,263674
1440705274,1,3305763836937,1172,1188079674266,2404
1440705275,1,3305763838293,1356,1188079676858,2592
1440705276,1,3305763935256,96963,1188079691621,14763
1440705277,1,3305784837808,20902552,1188079936550,244929
1440705278,1,3305784841508,3700,1188079939252,2702
1440705279,1,3305784843696,2188,1188079951235,11983
1440705280,1,3305785068832,225136,1188079957259,6024
1440705281,1,3305798513971,13445139,1188080116590,159331
1440705282,1,3305798514775,804,1188080128420,11830
1440705283,1,3305798519826,5051,1188080147903,19483
1440705284,1,3305798522141,2315,1188080150968,3065
1440705285,1,3305798633891,111750,1188091480744,11329776
1440705286,1,3305798637517,3626,1188091485198,4454
